state_name,gender,category_name,aspirational_final,class,amount_of_scholarship
Himachal Pradesh,Boys,ST,Non-Aspirational,8,20000.0
Himachal Pradesh,Boys,ST,Non-Aspirational,9,40000.0
Himachal Pradesh,Boys,ST,Non-Aspirational,10,20000.0
Himachal Pradesh,Girls,Gen,Aspirational,7,10000.0
Himachal Pradesh,Girls,Gen,Aspirational,8,20000.0
Himachal Pradesh,Girls,Gen,Aspirational,9,60000.0
Himachal Pradesh,Girls,Gen,Aspirational,10,30000.0
Himachal Pradesh,Girls,Gen,Non-Aspirational,6,190000.0
Himachal Pradesh,Girls,Gen,Non-Aspirational,7,220000.0
Himachal Pradesh,Girls,Gen,Non-Aspirational,8,460000.0
Himachal Pradesh,Girls,Gen,Non-Aspirational,9,620000.0
Himachal Pradesh,Girls,Gen,Non-Aspirational,10,390000.0
Himachal Pradesh,Girls,OBC,Non-Aspirational,6,20000.0
Himachal Pradesh,Girls,OBC,Non-Aspirational,7,30000.0
Himachal Pradesh,Girls,OBC,Non-Aspirational,8,130000.0
Himachal Pradesh,Girls,OBC,Non-Aspirational,9,90000.0
Himachal Pradesh,Girls,OBC,Non-Aspirational,10,110000.0
Himachal Pradesh,Girls,SC,Aspirational,8,10000.0
Himachal Pradesh,Girls,SC,Aspirational,10,20000.0
Himachal Pradesh,Girls,SC,Non-Aspirational,6,60000.0
Himachal Pradesh,Girls,SC,Non-Aspirational,7,120000.0
Himachal Pradesh,Girls,SC,Non-Aspirational,8,310000.0
Himachal Pradesh,Girls,SC,Non-Aspirational,9,250000.0
Himachal Pradesh,Girls,SC,Non-Aspirational,10,210000.0
Himachal Pradesh,Girls,ST,Aspirational,8,10000.0
Himachal Pradesh,Girls,ST,Aspirational,9,10000.0
Himachal Pradesh,Girls,ST,Aspirational,10,10000.0
Himachal Pradesh,Girls,ST,Non-Aspirational,7,10000.0
Himachal Pradesh,Girls,ST,Non-Aspirational,8,20000.0
Himachal Pradesh,Girls,ST,Non-Aspirational,9,10000.0
Himachal Pradesh,Girls,ST,Non-Aspirational,10,40000.0
Jammu & Kashmir,Boys,Gen,Aspirational,6,130000.0
Jammu & Kashmir,Boys,Gen,Aspirational,7,180000.0
Jammu & Kashmir,Boys,Gen,Aspirational,8,230000.0
Jammu & Kashmir,Boys,Gen,Aspirational,9,170000.0
Jammu & Kashmir,Boys,Gen,Aspirational,10,70000.0
Jammu & Kashmir,Boys,Gen,Non-Aspirational,6,400000.0
Jammu & Kashmir,Boys,Gen,Non-Aspirational,7,480000.0
Jammu & Kashmir,Boys,Gen,Non-Aspirational,8,590000.0
Jammu & Kashmir,Boys,Gen,Non-Aspirational,9,580000.0
Jammu & Kashmir,Boys,Gen,Non-Aspirational,10,480000.0
Jammu & Kashmir,Boys,OBC,Aspirational,6,10000.0
Jammu & Kashmir,Boys,OBC,Aspirational,7,20000.0
Jammu & Kashmir,Boys,OBC,Aspirational,8,40000.0
Jammu & Kashmir,Boys,OBC,Aspirational,9,20000.0
Jammu & Kashmir,Boys,OBC,Aspirational,10,20000.0
Jammu & Kashmir,Boys,OBC,Non-Aspirational,6,20000.0
Jammu & Kashmir,Boys,OBC,Non-Aspirational,7,70000.0
Jammu & Kashmir,Boys,OBC,Non-Aspirational,8,100000.0
Jammu & Kashmir,Boys,OBC,Non-Aspirational,9,20000.0
Jammu & Kashmir,Boys,OBC,Non-Aspirational,10,50000.0
Jammu & Kashmir,Boys,SC,Aspirational,9,10000.0
Jammu & Kashmir,Boys,SC,Non-Aspirational,6,10000.0
Jammu & Kashmir,Boys,SC,Non-Aspirational,7,50000.0
Jammu & Kashmir,Boys,SC,Non-Aspirational,8,90000.0
Jammu & Kashmir,Boys,SC,Non-Aspirational,10,60000.0
Jammu & Kashmir,Boys,ST,Aspirational,6,20000.0
Jammu & Kashmir,Boys,ST,Aspirational,7,10000.0
Jammu & Kashmir,Boys,ST,Aspirational,8,30000.0
Jammu & Kashmir,Boys,ST,Aspirational,9,10000.0
Jammu & Kashmir,Boys,ST,Non-Aspirational,6,70000.0
Jammu & Kashmir,Boys,ST,Non-Aspirational,7,60000.0
Jammu & Kashmir,Boys,ST,Non-Aspirational,8,40000.0
Jammu & Kashmir,Boys,ST,Non-Aspirational,9,50000.0
Jammu & Kashmir,Boys,ST,Non-Aspirational,10,60000.0
Jammu & Kashmir,Girls,Gen,Aspirational,6,180000.0
Jammu & Kashmir,Girls,Gen,Aspirational,7,80000.0
Jammu & Kashmir,Girls,Gen,Aspirational,8,170000.0
Jammu & Kashmir,Girls,Gen,Aspirational,9,160000.0
Jammu & Kashmir,Girls,Gen,Aspirational,10,50000.0
Jammu & Kashmir,Girls,Gen,Non-Aspirational,6,310000.0
Jammu & Kashmir,Girls,Gen,Non-Aspirational,7,440000.0
Jammu & Kashmir,Girls,Gen,Non-Aspirational,8,590000.0
Jammu & Kashmir,Girls,Gen,Non-Aspirational,9,530000.0
Jammu & Kashmir,Girls,Gen,Non-Aspirational,10,470000.0
Jammu & Kashmir,Girls,OBC,Aspirational,6,30000.0
Jammu & Kashmir,Girls,OBC,Aspirational,9,20000.0
Jammu & Kashmir,Girls,OBC,Aspirational,10,10000.0
Jammu & Kashmir,Girls,OBC,Non-Aspirational,6,10000.0
Jammu & Kashmir,Girls,OBC,Non-Aspirational,7,40000.0
Jammu & Kashmir,Girls,OBC,Non-Aspirational,8,90000.0
Jammu & Kashmir,Girls,OBC,Non-Aspirational,9,30000.0
Jammu & Kashmir,Girls,OBC,Non-Aspirational,10,20000.0
Jammu & Kashmir,Girls,SC,Non-Aspirational,6,30000.0
Jammu & Kashmir,Girls,SC,Non-Aspirational,7,20000.0
Jammu & Kashmir,Girls,SC,Non-Aspirational,8,70000.0
Jammu & Kashmir,Girls,SC,Non-Aspirational,9,20000.0
Jammu & Kashmir,Girls,SC,Non-Aspirational,10,40000.0
Jammu & Kashmir,Girls,ST,Aspirational,9,10000.0
Jammu & Kashmir,Girls,ST,Non-Aspirational,6,20000.0
Jammu & Kashmir,Girls,ST,Non-Aspirational,7,50000.0
Jammu & Kashmir,Girls,ST,Non-Aspirational,8,60000.0
Jammu & Kashmir,Girls,ST,Non-Aspirational,9,30000.0
Jammu & Kashmir,Girls,ST,Non-Aspirational,10,20000.0
Jharkhand,Boys,Gen,Aspirational,6,160000.0
Jharkhand,Boys,Gen,Aspirational,7,210000.0
Jharkhand,Boys,Gen,Aspirational,8,180000.0
Jharkhand,Boys,Gen,Aspirational,9,320000.0
Jharkhand,Boys,Gen,Aspirational,10,290000.0
Jharkhand,Boys,Gen,Non-Aspirational,6,10000.0
Jharkhand,Boys,Gen,Non-Aspirational,7,20000.0
Jharkhand,Boys,Gen,Non-Aspirational,8,90000.0
Jharkhand,Boys,Gen,Non-Aspirational,9,50000.0
Jharkhand,Boys,Gen,Non-Aspirational,10,170000.0
Jharkhand,Boys,OBC,Aspirational,6,300000.0
Jharkhand,Boys,OBC,Aspirational,7,570000.0
Jharkhand,Boys,OBC,Aspirational,8,1120000.0
Jharkhand,Boys,OBC,Aspirational,9,660000.0
Jharkhand,Boys,OBC,Aspirational,10,1040000.0
Jharkhand,Boys,OBC,Non-Aspirational,6,70000.0
Jharkhand,Boys,OBC,Non-Aspirational,7,170000.0
Jharkhand,Boys,OBC,Non-Aspirational,8,360000.0
Jharkhand,Boys,OBC,Non-Aspirational,9,200000.0
Jharkhand,Boys,OBC,Non-Aspirational,10,250000.0
Jharkhand,Boys,SC,Aspirational,6,100000.0
Jharkhand,Boys,SC,Aspirational,7,160000.0
Jharkhand,Boys,SC,Aspirational,8,300000.0
Jharkhand,Boys,SC,Aspirational,9,80000.0
Jharkhand,Boys,SC,Aspirational,10,150000.0
Jharkhand,Boys,SC,Non-Aspirational,7,20000.0
Jharkhand,Boys,SC,Non-Aspirational,8,30000.0
Jharkhand,Boys,SC,Non-Aspirational,9,10000.0
Jharkhand,Boys,SC,Non-Aspirational,10,20000.0
Jharkhand,Boys,ST,Aspirational,6,100000.0
Jharkhand,Boys,ST,Aspirational,7,230000.0
Jharkhand,Boys,ST,Aspirational,8,590000.0
Jharkhand,Boys,ST,Aspirational,9,150000.0
Jharkhand,Boys,ST,Aspirational,10,240000.0
Jharkhand,Boys,ST,Non-Aspirational,6,10000.0
Jharkhand,Boys,ST,Non-Aspirational,7,60000.0
Jharkhand,Boys,ST,Non-Aspirational,8,80000.0
Jharkhand,Boys,ST,Non-Aspirational,9,10000.0
Jharkhand,Boys,ST,Non-Aspirational,10,30000.0
Jharkhand,Girls,Gen,Aspirational,6,90000.0
Jharkhand,Girls,Gen,Aspirational,7,140000.0
Jharkhand,Girls,Gen,Aspirational,8,280000.0
Jharkhand,Girls,Gen,Aspirational,9,190000.0
Jharkhand,Girls,Gen,Aspirational,10,280000.0
Jharkhand,Girls,Gen,Non-Aspirational,6,30000.0
Jharkhand,Girls,Gen,Non-Aspirational,7,60000.0
Jharkhand,Girls,Gen,Non-Aspirational,8,50000.0
Jharkhand,Girls,Gen,Non-Aspirational,9,50000.0
Jharkhand,Girls,Gen,Non-Aspirational,10,120000.0
Jharkhand,Girls,OBC,Aspirational,6,380000.0
Jharkhand,Girls,OBC,Aspirational,7,430000.0
Jharkhand,Girls,OBC,Aspirational,8,1240000.0
Jharkhand,Girls,OBC,Aspirational,9,630000.0
Jharkhand,Girls,OBC,Aspirational,10,930000.0
Jharkhand,Girls,OBC,Non-Aspirational,6,170000.0
Jharkhand,Girls,OBC,Non-Aspirational,7,130000.0
Jharkhand,Girls,OBC,Non-Aspirational,8,320000.0
Jharkhand,Girls,OBC,Non-Aspirational,9,80000.0
Jharkhand,Girls,OBC,Non-Aspirational,10,250000.0
Jharkhand,Girls,SC,Aspirational,6,50000.0
Jharkhand,Girls,SC,Aspirational,7,140000.0
Jharkhand,Girls,SC,Aspirational,8,200000.0
Jharkhand,Girls,SC,Aspirational,9,40000.0
Jharkhand,Girls,SC,Aspirational,10,50000.0
Jharkhand,Girls,SC,Non-Aspirational,6,10000.0
Jharkhand,Girls,SC,Non-Aspirational,7,10000.0
Jharkhand,Girls,SC,Non-Aspirational,8,70000.0
Jharkhand,Girls,SC,Non-Aspirational,10,30000.0
Jharkhand,Girls,ST,Aspirational,6,140000.0
Jharkhand,Girls,ST,Aspirational,7,350000.0
Jharkhand,Girls,ST,Aspirational,8,610000.0
Jharkhand,Girls,ST,Aspirational,9,200000.0
Jharkhand,Girls,ST,Aspirational,10,360000.0
Jharkhand,Girls,ST,Non-Aspirational,6,20000.0
Jharkhand,Girls,ST,Non-Aspirational,7,20000.0
Jharkhand,Girls,ST,Non-Aspirational,8,50000.0
Jharkhand,Girls,ST,Non-Aspirational,10,50000.0
Karnataka,Boys,Gen,Aspirational,9,30000.0
Karnataka,Boys,Gen,Non-Aspirational,6,460000.0
Karnataka,Boys,Gen,Non-Aspirational,7,710000.0
Karnataka,Boys,Gen,Non-Aspirational,8,830000.0
Karnataka,Boys,Gen,Non-Aspirational,9,920000.0
Karnataka,Boys,Gen,Non-Aspirational,10,770000.0
Karnataka,Boys,OBC,Aspirational,6,40000.0
Karnataka,Boys,OBC,Aspirational,7,170000.0
Karnataka,Boys,OBC,Aspirational,8,120000.0
Karnataka,Boys,OBC,Aspirational,9,100000.0
Karnataka,Boys,OBC,Aspirational,10,120000.0
Karnataka,Boys,OBC,Non-Aspirational,6,4620000.0
Karnataka,Boys,OBC,Non-Aspirational,7,6530000.0
Karnataka,Boys,OBC,Non-Aspirational,8,4350000.0
Karnataka,Boys,OBC,Non-Aspirational,9,5560000.0
Karnataka,Boys,OBC,Non-Aspirational,10,3240000.0
Karnataka,Boys,SC,Aspirational,6,60000.0
Karnataka,Boys,SC,Aspirational,7,40000.0
Karnataka,Boys,SC,Aspirational,8,60000.0
Karnataka,Boys,SC,Aspirational,9,20000.0
Karnataka,Boys,SC,Non-Aspirational,6,910000.0
Karnataka,Boys,SC,Non-Aspirational,7,1320000.0
Karnataka,Boys,SC,Non-Aspirational,8,920000.0
Karnataka,Boys,SC,Non-Aspirational,9,990000.0
Karnataka,Boys,SC,Non-Aspirational,10,780000.0
Karnataka,Boys,ST,Aspirational,6,30000.0
Karnataka,Boys,ST,Aspirational,7,40000.0
Karnataka,Boys,ST,Aspirational,8,40000.0
Karnataka,Boys,ST,Aspirational,9,40000.0
Karnataka,Boys,ST,Aspirational,10,30000.0
Karnataka,Boys,ST,Non-Aspirational,6,350000.0
Karnataka,Boys,ST,Non-Aspirational,7,430000.0
Karnataka,Boys,ST,Non-Aspirational,8,410000.0
Karnataka,Boys,ST,Non-Aspirational,9,320000.0
Karnataka,Boys,ST,Non-Aspirational,10,230000.0
Karnataka,Girls,Gen,Non-Aspirational,6,370000.0
Karnataka,Girls,Gen,Non-Aspirational,7,560000.0
Karnataka,Girls,Gen,Non-Aspirational,8,570000.0
Karnataka,Girls,Gen,Non-Aspirational,9,770000.0
Karnataka,Girls,Gen,Non-Aspirational,10,490000.0
Karnataka,Girls,OBC,Aspirational,6,160000.0
Karnataka,Girls,OBC,Aspirational,7,210000.0
Karnataka,Girls,OBC,Aspirational,8,100000.0
Karnataka,Girls,OBC,Aspirational,9,240000.0
Karnataka,Girls,OBC,Aspirational,10,70000.0
Karnataka,Girls,OBC,Non-Aspirational,6,5520000.0
Karnataka,Girls,OBC,Non-Aspirational,7,8870000.0
Karnataka,Girls,OBC,Non-Aspirational,8,5090000.0
Karnataka,Girls,OBC,Non-Aspirational,9,6590000.0
Karnataka,Girls,OBC,Non-Aspirational,10,3070000.0
Karnataka,Girls,SC,Aspirational,6,20000.0
Karnataka,Girls,SC,Aspirational,7,10000.0
Karnataka,Girls,SC,Aspirational,8,20000.0
Karnataka,Girls,SC,Aspirational,9,30000.0
Karnataka,Girls,SC,Aspirational,10,20000.0
Karnataka,Girls,SC,Non-Aspirational,6,740000.0
Karnataka,Girls,SC,Non-Aspirational,7,1500000.0
Karnataka,Girls,SC,Non-Aspirational,8,670000.0
Karnataka,Girls,SC,Non-Aspirational,9,880000.0
Karnataka,Girls,SC,Non-Aspirational,10,600000.0
Karnataka,Girls,ST,Aspirational,6,30000.0
Karnataka,Girls,ST,Aspirational,7,30000.0
Karnataka,Girls,ST,Aspirational,9,20000.0
Karnataka,Girls,ST,Aspirational,10,20000.0
Karnataka,Girls,ST,Non-Aspirational,6,400000.0
Karnataka,Girls,ST,Non-Aspirational,7,590000.0
Karnataka,Girls,ST,Non-Aspirational,8,380000.0
Karnataka,Girls,ST,Non-Aspirational,9,310000.0
Karnataka,Girls,ST,Non-Aspirational,10,160000.0
Kerala,Boys,Gen,Aspirational,8,10000.0
Kerala,Boys,Gen,Aspirational,9,10000.0
Kerala,Boys,Gen,Non-Aspirational,6,190000.0
Kerala,Boys,Gen,Non-Aspirational,7,270000.0
Kerala,Boys,Gen,Non-Aspirational,8,220000.0
Kerala,Boys,Gen,Non-Aspirational,9,340000.0
Kerala,Boys,Gen,Non-Aspirational,10,160000.0
Kerala,Boys,OBC,Aspirational,7,10000.0
Kerala,Boys,OBC,Aspirational,8,10000.0
Kerala,Boys,OBC,Non-Aspirational,6,200000.0
Kerala,Boys,OBC,Non-Aspirational,7,520000.0
Kerala,Boys,OBC,Non-Aspirational,8,260000.0
Kerala,Boys,OBC,Non-Aspirational,9,390000.0
Kerala,Boys,OBC,Non-Aspirational,10,270000.0
Kerala,Boys,SC,Aspirational,7,10000.0
Kerala,Boys,SC,Non-Aspirational,6,10000.0
Kerala,Boys,SC,Non-Aspirational,7,50000.0
Kerala,Boys,SC,Non-Aspirational,8,20000.0
Kerala,Boys,SC,Non-Aspirational,9,60000.0
Kerala,Boys,ST,Aspirational,9,10000.0
Kerala,Girls,Gen,Aspirational,8,10000.0
Kerala,Girls,Gen,Non-Aspirational,6,100000.0
Kerala,Girls,Gen,Non-Aspirational,7,180000.0
Kerala,Girls,Gen,Non-Aspirational,8,100000.0
Kerala,Girls,Gen,Non-Aspirational,9,130000.0
Kerala,Girls,Gen,Non-Aspirational,10,80000.0
Kerala,Girls,OBC,Non-Aspirational,6,140000.0
Kerala,Girls,OBC,Non-Aspirational,7,370000.0
Kerala,Girls,OBC,Non-Aspirational,8,130000.0
Kerala,Girls,OBC,Non-Aspirational,9,240000.0
Kerala,Girls,OBC,Non-Aspirational,10,160000.0
Kerala,Girls,SC,Non-Aspirational,7,30000.0
Kerala,Girls,SC,Non-Aspirational,8,20000.0
Kerala,Girls,SC,Non-Aspirational,9,30000.0
Kerala,Girls,SC,Non-Aspirational,10,40000.0
Kerala,Girls,ST,Non-Aspirational,7,10000.0
Kerala,Girls,ST,Non-Aspirational,8,10000.0
Kerala,Girls,ST,Non-Aspirational,10,10000.0
LAKSHADWEEP,Boys,ST,Non-Aspirational,7,10000.0
LAKSHADWEEP,Girls,ST,Non-Aspirational,10,10000.0
Ladakh,Boys,Gen,Non-Aspirational,9,10000.0
Ladakh,Boys,ST,Non-Aspirational,8,10000.0
Ladakh,Girls,ST,Non-Aspirational,9,20000.0
Madhya Pradesh,Boys,Gen,Aspirational,7,30000.0
Madhya Pradesh,Boys,Gen,Aspirational,8,30000.0
Madhya Pradesh,Boys,Gen,Aspirational,9,50000.0
Madhya Pradesh,Boys,Gen,Aspirational,10,120000.0
Madhya Pradesh,Boys,Gen,Non-Aspirational,6,80000.0
Madhya Pradesh,Boys,Gen,Non-Aspirational,7,250000.0
Madhya Pradesh,Boys,Gen,Non-Aspirational,8,360000.0
Madhya Pradesh,Boys,Gen,Non-Aspirational,9,600000.0
Madhya Pradesh,Boys,Gen,Non-Aspirational,10,650000.0
Madhya Pradesh,Boys,OBC,Aspirational,6,20000.0
Madhya Pradesh,Boys,OBC,Aspirational,7,40000.0
Madhya Pradesh,Boys,OBC,Aspirational,8,130000.0
Madhya Pradesh,Boys,OBC,Aspirational,9,80000.0
Madhya Pradesh,Boys,OBC,Aspirational,10,160000.0
Madhya Pradesh,Boys,OBC,Non-Aspirational,6,170000.0
Madhya Pradesh,Boys,OBC,Non-Aspirational,7,430000.0
Madhya Pradesh,Boys,OBC,Non-Aspirational,8,1410000.0
Madhya Pradesh,Boys,OBC,Non-Aspirational,9,1110000.0
Madhya Pradesh,Boys,OBC,Non-Aspirational,10,1590000.0
Madhya Pradesh,Boys,SC,Aspirational,6,10000.0
Madhya Pradesh,Boys,SC,Aspirational,7,10000.0
Madhya Pradesh,Boys,SC,Aspirational,8,50000.0
Madhya Pradesh,Boys,SC,Aspirational,9,60000.0
Madhya Pradesh,Boys,SC,Aspirational,10,40000.0
Madhya Pradesh,Boys,SC,Non-Aspirational,6,120000.0
Madhya Pradesh,Boys,SC,Non-Aspirational,7,260000.0
Madhya Pradesh,Boys,SC,Non-Aspirational,8,450000.0
Madhya Pradesh,Boys,SC,Non-Aspirational,9,370000.0
Madhya Pradesh,Boys,SC,Non-Aspirational,10,490000.0
Madhya Pradesh,Boys,ST,Aspirational,8,10000.0
Madhya Pradesh,Boys,ST,Aspirational,9,10000.0
Madhya Pradesh,Boys,ST,Aspirational,10,30000.0
Madhya Pradesh,Boys,ST,Non-Aspirational,6,50000.0
Madhya Pradesh,Boys,ST,Non-Aspirational,7,110000.0
Madhya Pradesh,Boys,ST,Non-Aspirational,8,260000.0
Madhya Pradesh,Boys,ST,Non-Aspirational,9,90000.0
Madhya Pradesh,Boys,ST,Non-Aspirational,10,200000.0
Madhya Pradesh,Girls,Gen,Aspirational,6,20000.0
Madhya Pradesh,Girls,Gen,Aspirational,7,30000.0
Madhya Pradesh,Girls,Gen,Aspirational,8,60000.0
Madhya Pradesh,Girls,Gen,Aspirational,9,20000.0
Madhya Pradesh,Girls,Gen,Aspirational,10,60000.0
Madhya Pradesh,Girls,Gen,Non-Aspirational,6,130000.0
Madhya Pradesh,Girls,Gen,Non-Aspirational,7,230000.0
Madhya Pradesh,Girls,Gen,Non-Aspirational,8,440000.0
Madhya Pradesh,Girls,Gen,Non-Aspirational,9,560000.0
Madhya Pradesh,Girls,Gen,Non-Aspirational,10,630000.0
Madhya Pradesh,Girls,OBC,Aspirational,7,30000.0
Madhya Pradesh,Girls,OBC,Aspirational,8,160000.0
Madhya Pradesh,Girls,OBC,Aspirational,9,120000.0
Madhya Pradesh,Girls,OBC,Aspirational,10,160000.0
Madhya Pradesh,Girls,OBC,Non-Aspirational,6,260000.0
Madhya Pradesh,Girls,OBC,Non-Aspirational,7,500000.0
Madhya Pradesh,Girls,OBC,Non-Aspirational,8,1060000.0
Madhya Pradesh,Girls,OBC,Non-Aspirational,9,850000.0
Madhya Pradesh,Girls,OBC,Non-Aspirational,10,1690000.0
Madhya Pradesh,Girls,SC,Aspirational,6,10000.0
Madhya Pradesh,Girls,SC,Aspirational,8,50000.0
Madhya Pradesh,Girls,SC,Aspirational,9,10000.0
Madhya Pradesh,Girls,SC,Aspirational,10,10000.0
Madhya Pradesh,Girls,SC,Non-Aspirational,6,70000.0
Madhya Pradesh,Girls,SC,Non-Aspirational,7,230000.0
Madhya Pradesh,Girls,SC,Non-Aspirational,8,390000.0
Madhya Pradesh,Girls,SC,Non-Aspirational,9,280000.0
Madhya Pradesh,Girls,SC,Non-Aspirational,10,440000.0
Madhya Pradesh,Girls,ST,Aspirational,7,10000.0
Madhya Pradesh,Girls,ST,Aspirational,8,20000.0
Madhya Pradesh,Girls,ST,Aspirational,9,10000.0
Madhya Pradesh,Girls,ST,Aspirational,10,10000.0
Madhya Pradesh,Girls,ST,Non-Aspirational,6,50000.0
Madhya Pradesh,Girls,ST,Non-Aspirational,7,130000.0
Madhya Pradesh,Girls,ST,Non-Aspirational,8,340000.0
Madhya Pradesh,Girls,ST,Non-Aspirational,9,170000.0
Madhya Pradesh,Girls,ST,Non-Aspirational,10,170000.0
Maharashtra,Boys,Gen,Aspirational,8,10000.0
Maharashtra,Boys,Gen,Aspirational,9,30000.0
Maharashtra,Boys,Gen,Non-Aspirational,6,440000.0
Maharashtra,Boys,Gen,Non-Aspirational,7,770000.0
Maharashtra,Boys,Gen,Non-Aspirational,8,1040000.0
Maharashtra,Boys,Gen,Non-Aspirational,9,1290000.0
Maharashtra,Boys,Gen,Non-Aspirational,10,900000.0
Maharashtra,Boys,OBC,Aspirational,6,40000.0
Maharashtra,Boys,OBC,Aspirational,7,10000.0
Maharashtra,Boys,OBC,Aspirational,8,40000.0
Maharashtra,Boys,OBC,Aspirational,9,30000.0
Maharashtra,Boys,OBC,Aspirational,10,20000.0
Maharashtra,Boys,OBC,Non-Aspirational,6,430000.0
Maharashtra,Boys,OBC,Non-Aspirational,7,700000.0
Maharashtra,Boys,OBC,Non-Aspirational,8,760000.0
Maharashtra,Boys,OBC,Non-Aspirational,9,830000.0
Maharashtra,Boys,OBC,Non-Aspirational,10,750000.0
Maharashtra,Boys,SC,Aspirational,8,40000.0
Maharashtra,Boys,SC,Aspirational,9,10000.0
Maharashtra,Boys,SC,Aspirational,10,10000.0
Maharashtra,Boys,SC,Non-Aspirational,6,120000.0
Maharashtra,Boys,SC,Non-Aspirational,7,190000.0
Maharashtra,Boys,SC,Non-Aspirational,8,160000.0
Maharashtra,Boys,SC,Non-Aspirational,9,270000.0
Maharashtra,Boys,SC,Non-Aspirational,10,300000.0
Maharashtra,Boys,ST,Aspirational,6,10000.0
Maharashtra,Boys,ST,Aspirational,8,10000.0
Maharashtra,Boys,ST,Aspirational,9,40000.0
Maharashtra,Boys,ST,Aspirational,10,30000.0
Maharashtra,Boys,ST,Non-Aspirational,6,90000.0
Maharashtra,Boys,ST,Non-Aspirational,7,90000.0
Maharashtra,Boys,ST,Non-Aspirational,8,140000.0
Maharashtra,Boys,ST,Non-Aspirational,9,110000.0
Maharashtra,Boys,ST,Non-Aspirational,10,80000.0
Maharashtra,Girls,Gen,Aspirational,6,10000.0
Maharashtra,Girls,Gen,Aspirational,7,10000.0
Maharashtra,Girls,Gen,Aspirational,8,40000.0
Maharashtra,Girls,Gen,Aspirational,9,20000.0
Maharashtra,Girls,Gen,Aspirational,10,10000.0
Maharashtra,Girls,Gen,Non-Aspirational,6,340000.0
Maharashtra,Girls,Gen,Non-Aspirational,7,570000.0
Maharashtra,Girls,Gen,Non-Aspirational,8,670000.0
Maharashtra,Girls,Gen,Non-Aspirational,9,770000.0
Maharashtra,Girls,Gen,Non-Aspirational,10,460000.0
Maharashtra,Girls,OBC,Aspirational,6,20000.0
Maharashtra,Girls,OBC,Aspirational,7,60000.0
Maharashtra,Girls,OBC,Aspirational,8,70000.0
Maharashtra,Girls,OBC,Aspirational,9,30000.0
Maharashtra,Girls,OBC,Aspirational,10,30000.0
Maharashtra,Girls,OBC,Non-Aspirational,6,370000.0
Maharashtra,Girls,OBC,Non-Aspirational,7,430000.0
Maharashtra,Girls,OBC,Non-Aspirational,8,510000.0
Maharashtra,Girls,OBC,Non-Aspirational,9,630000.0
Maharashtra,Girls,OBC,Non-Aspirational,10,460000.0
Maharashtra,Girls,SC,Aspirational,6,10000.0
Maharashtra,Girls,SC,Aspirational,8,10000.0
Maharashtra,Girls,SC,Aspirational,9,30000.0
Maharashtra,Girls,SC,Aspirational,10,10000.0
Maharashtra,Girls,SC,Non-Aspirational,6,90000.0
Maharashtra,Girls,SC,Non-Aspirational,7,230000.0
Maharashtra,Girls,SC,Non-Aspirational,8,160000.0
Maharashtra,Girls,SC,Non-Aspirational,9,260000.0
Maharashtra,Girls,SC,Non-Aspirational,10,160000.0
Maharashtra,Girls,ST,Aspirational,6,10000.0
Maharashtra,Girls,ST,Aspirational,8,10000.0
Maharashtra,Girls,ST,Aspirational,9,30000.0
Maharashtra,Girls,ST,Aspirational,10,20000.0
Maharashtra,Girls,ST,Non-Aspirational,6,40000.0
Maharashtra,Girls,ST,Non-Aspirational,7,80000.0
Maharashtra,Girls,ST,Non-Aspirational,8,140000.0
Maharashtra,Girls,ST,Non-Aspirational,9,140000.0
Maharashtra,Girls,ST,Non-Aspirational,10,130000.0
Manipur,Boys,Gen,Non-Aspirational,9,10000.0
Manipur,Boys,Gen,Non-Aspirational,10,10000.0
Manipur,Boys,OBC,Non-Aspirational,8,10000.0
Manipur,Boys,OBC,Non-Aspirational,10,20000.0
Manipur,Boys,ST,Non-Aspirational,8,20000.0
Manipur,Boys,ST,Non-Aspirational,10,20000.0
Manipur,Girls,Gen,Non-Aspirational,8,20000.0
Manipur,Girls,Gen,Non-Aspirational,9,10000.0
Manipur,Girls,Gen,Non-Aspirational,10,10000.0
Manipur,Girls,ST,Non-Aspirational,9,20000.0
Manipur,Girls,ST,Non-Aspirational,10,30000.0
Meghalaya,Boys,Gen,Non-Aspirational,8,20000.0
Meghalaya,Boys,Gen,Non-Aspirational,9,30000.0
Meghalaya,Boys,Gen,Non-Aspirational,10,30000.0
Meghalaya,Boys,OBC,Non-Aspirational,8,20000.0
Meghalaya,Boys,OBC,Non-Aspirational,9,30000.0
Meghalaya,Boys,OBC,Non-Aspirational,10,20000.0
Meghalaya,Boys,SC,Non-Aspirational,10,10000.0
Meghalaya,Boys,ST,Non-Aspirational,8,20000.0
Meghalaya,Boys,ST,Non-Aspirational,9,10000.0
Meghalaya,Boys,ST,Non-Aspirational,10,10000.0
Meghalaya,Girls,Gen,Non-Aspirational,8,10000.0
Meghalaya,Girls,Gen,Non-Aspirational,9,20000.0
Meghalaya,Girls,Gen,Non-Aspirational,10,10000.0
Meghalaya,Girls,OBC,Non-Aspirational,6,10000.0
Meghalaya,Girls,OBC,Non-Aspirational,8,20000.0
Meghalaya,Girls,SC,Non-Aspirational,8,10000.0
Meghalaya,Girls,SC,Non-Aspirational,9,20000.0
Meghalaya,Girls,ST,Non-Aspirational,8,30000.0
Meghalaya,Girls,ST,Non-Aspirational,9,60000.0
Meghalaya,Girls,ST,Non-Aspirational,10,60000.0
