state_name,gender,category_name,aspirational_final,class,amount_of_scholarship
Mizoram,Boys,Gen,Non-Aspirational,8,10000.0
Mizoram,Boys,ST,Non-Aspirational,9,10000.0
Mizoram,Boys,ST,Non-Aspirational,10,20000.0
Mizoram,Girls,OBC,Non-Aspirational,6,10000.0
Mizoram,Girls,OBC,Non-Aspirational,10,10000.0
Mizoram,Girls,ST,Non-Aspirational,8,50000.0
Mizoram,Girls,ST,Non-Aspirational,9,10000.0
Mizoram,Girls,ST,Non-Aspirational,10,10000.0
Nagaland,Boys,Gen,Aspirational,8,10000.0
Nagaland,Boys,OBC,Non-Aspirational,10,10000.0
Nagaland,Boys,ST,Non-Aspirational,8,10000.0
Nagaland,Boys,ST,Non-Aspirational,9,10000.0
Nagaland,Boys,ST,Non-Aspirational,10,10000.0
Nagaland,Girls,ST,Non-Aspirational,10,10000.0
Odisha,Boys,Gen,Aspirational,6,50000.0
Odisha,Boys,Gen,Aspirational,7,110000.0
Odisha,Boys,Gen,Aspirational,8,80000.0
Odisha,Boys,Gen,Aspirational,9,320000.0
Odisha,Boys,Gen,Aspirational,10,130000.0
Odisha,Boys,Gen,Non-Aspirational,6,250000.0
Odisha,Boys,Gen,Non-Aspirational,7,470000.0
Odisha,Boys,Gen,Non-Aspirational,8,790000.0
Odisha,Boys,Gen,Non-Aspirational,9,1240000.0
Odisha,Boys,Gen,Non-Aspirational,10,580000.0
Odisha,Boys,OBC,Aspirational,6,180000.0
Odisha,Boys,OBC,Aspirational,7,520000.0
Odisha,Boys,OBC,Aspirational,8,440000.0
Odisha,Boys,OBC,Aspirational,9,780000.0
Odisha,Boys,OBC,Aspirational,10,460000.0
Odisha,Boys,OBC,Non-Aspirational,6,420000.0
Odisha,Boys,OBC,Non-Aspirational,7,1050000.0
Odisha,Boys,OBC,Non-Aspirational,8,890000.0
Odisha,Boys,OBC,Non-Aspirational,9,1910000.0
Odisha,Boys,OBC,Non-Aspirational,10,820000.0
Odisha,Boys,SC,Aspirational,6,100000.0
Odisha,Boys,SC,Aspirational,7,60000.0
Odisha,Boys,SC,Aspirational,8,180000.0
Odisha,Boys,SC,Aspirational,9,300000.0
Odisha,Boys,SC,Aspirational,10,170000.0
Odisha,Boys,SC,Non-Aspirational,6,80000.0
Odisha,Boys,SC,Non-Aspirational,7,340000.0
Odisha,Boys,SC,Non-Aspirational,8,410000.0
Odisha,Boys,SC,Non-Aspirational,9,290000.0
Odisha,Boys,SC,Non-Aspirational,10,210000.0
Odisha,Boys,ST,Aspirational,6,60000.0
Odisha,Boys,ST,Aspirational,7,340000.0
Odisha,Boys,ST,Aspirational,8,290000.0
Odisha,Boys,ST,Aspirational,9,460000.0
Odisha,Boys,ST,Aspirational,10,160000.0
Odisha,Boys,ST,Non-Aspirational,6,70000.0
Odisha,Boys,ST,Non-Aspirational,7,100000.0
Odisha,Boys,ST,Non-Aspirational,8,160000.0
Odisha,Boys,ST,Non-Aspirational,9,350000.0
Odisha,Boys,ST,Non-Aspirational,10,130000.0
Odisha,Girls,Gen,Aspirational,6,50000.0
Odisha,Girls,Gen,Aspirational,7,120000.0
Odisha,Girls,Gen,Aspirational,8,260000.0
Odisha,Girls,Gen,Aspirational,9,200000.0
Odisha,Girls,Gen,Aspirational,10,70000.0
Odisha,Girls,Gen,Non-Aspirational,6,150000.0
Odisha,Girls,Gen,Non-Aspirational,7,590000.0
Odisha,Girls,Gen,Non-Aspirational,8,890000.0
Odisha,Girls,Gen,Non-Aspirational,9,1200000.0
Odisha,Girls,Gen,Non-Aspirational,10,570000.0
Odisha,Girls,OBC,Aspirational,6,200000.0
Odisha,Girls,OBC,Aspirational,7,460000.0
Odisha,Girls,OBC,Aspirational,8,520000.0
Odisha,Girls,OBC,Aspirational,9,490000.0
Odisha,Girls,OBC,Aspirational,10,250000.0
Odisha,Girls,OBC,Non-Aspirational,6,340000.0
Odisha,Girls,OBC,Non-Aspirational,7,1020000.0
Odisha,Girls,OBC,Non-Aspirational,8,1310000.0
Odisha,Girls,OBC,Non-Aspirational,9,1960000.0
Odisha,Girls,OBC,Non-Aspirational,10,810000.0
Odisha,Girls,SC,Aspirational,6,60000.0
Odisha,Girls,SC,Aspirational,7,130000.0
Odisha,Girls,SC,Aspirational,8,220000.0
Odisha,Girls,SC,Aspirational,9,250000.0
Odisha,Girls,SC,Aspirational,10,70000.0
Odisha,Girls,SC,Non-Aspirational,6,130000.0
Odisha,Girls,SC,Non-Aspirational,7,350000.0
Odisha,Girls,SC,Non-Aspirational,8,280000.0
Odisha,Girls,SC,Non-Aspirational,9,470000.0
Odisha,Girls,SC,Non-Aspirational,10,190000.0
Odisha,Girls,ST,Aspirational,6,70000.0
Odisha,Girls,ST,Aspirational,7,200000.0
Odisha,Girls,ST,Aspirational,8,330000.0
Odisha,Girls,ST,Aspirational,9,410000.0
Odisha,Girls,ST,Aspirational,10,110000.0
Odisha,Girls,ST,Non-Aspirational,6,50000.0
Odisha,Girls,ST,Non-Aspirational,7,130000.0
Odisha,Girls,ST,Non-Aspirational,8,100000.0
Odisha,Girls,ST,Non-Aspirational,9,280000.0
Odisha,Girls,ST,Non-Aspirational,10,120000.0
Puducherry,Boys,Gen,Non-Aspirational,9,10000.0
Puducherry,Boys,OBC,Non-Aspirational,6,10000.0
Puducherry,Boys,OBC,Non-Aspirational,7,10000.0
Puducherry,Boys,OBC,Non-Aspirational,8,10000.0
Puducherry,Boys,OBC,Non-Aspirational,9,30000.0
Puducherry,Boys,SC,Non-Aspirational,8,10000.0
Puducherry,Girls,OBC,Non-Aspirational,7,40000.0
Puducherry,Girls,OBC,Non-Aspirational,8,40000.0
Puducherry,Girls,OBC,Non-Aspirational,9,20000.0
Puducherry,Girls,OBC,Non-Aspirational,10,10000.0
Puducherry,Girls,SC,Non-Aspirational,6,10000.0
Puducherry,Girls,SC,Non-Aspirational,9,10000.0
Punjab,Boys,Gen,Aspirational,6,10000.0
Punjab,Boys,Gen,Aspirational,8,10000.0
Punjab,Boys,Gen,Aspirational,9,10000.0
Punjab,Boys,Gen,Aspirational,10,10000.0
Punjab,Boys,Gen,Non-Aspirational,6,60000.0
Punjab,Boys,Gen,Non-Aspirational,7,90000.0
Punjab,Boys,Gen,Non-Aspirational,8,140000.0
Punjab,Boys,Gen,Non-Aspirational,9,210000.0
Punjab,Boys,Gen,Non-Aspirational,10,220000.0
Punjab,Boys,OBC,Aspirational,8,20000.0
Punjab,Boys,OBC,Non-Aspirational,6,30000.0
Punjab,Boys,OBC,Non-Aspirational,7,120000.0
Punjab,Boys,OBC,Non-Aspirational,8,60000.0
Punjab,Boys,OBC,Non-Aspirational,9,90000.0
Punjab,Boys,OBC,Non-Aspirational,10,90000.0
Punjab,Boys,SC,Aspirational,6,20000.0
Punjab,Boys,SC,Aspirational,8,10000.0
Punjab,Boys,SC,Aspirational,9,20000.0
Punjab,Boys,SC,Non-Aspirational,6,50000.0
Punjab,Boys,SC,Non-Aspirational,7,80000.0
Punjab,Boys,SC,Non-Aspirational,8,90000.0
Punjab,Boys,SC,Non-Aspirational,9,190000.0
Punjab,Boys,SC,Non-Aspirational,10,90000.0
Punjab,Boys,ST,Non-Aspirational,9,10000.0
Punjab,Girls,Gen,Aspirational,6,10000.0
Punjab,Girls,Gen,Aspirational,8,10000.0
Punjab,Girls,Gen,Aspirational,9,10000.0
Punjab,Girls,Gen,Non-Aspirational,6,60000.0
Punjab,Girls,Gen,Non-Aspirational,7,110000.0
Punjab,Girls,Gen,Non-Aspirational,8,170000.0
Punjab,Girls,Gen,Non-Aspirational,9,210000.0
Punjab,Girls,Gen,Non-Aspirational,10,250000.0
Punjab,Girls,OBC,Aspirational,9,20000.0
Punjab,Girls,OBC,Aspirational,10,10000.0
Punjab,Girls,OBC,Non-Aspirational,6,70000.0
Punjab,Girls,OBC,Non-Aspirational,7,40000.0
Punjab,Girls,OBC,Non-Aspirational,8,70000.0
Punjab,Girls,OBC,Non-Aspirational,9,90000.0
Punjab,Girls,OBC,Non-Aspirational,10,100000.0
Punjab,Girls,SC,Aspirational,6,20000.0
Punjab,Girls,SC,Aspirational,7,20000.0
Punjab,Girls,SC,Aspirational,8,50000.0
Punjab,Girls,SC,Aspirational,9,30000.0
Punjab,Girls,SC,Aspirational,10,10000.0
Punjab,Girls,SC,Non-Aspirational,6,50000.0
Punjab,Girls,SC,Non-Aspirational,7,130000.0
Punjab,Girls,SC,Non-Aspirational,8,140000.0
Punjab,Girls,SC,Non-Aspirational,9,110000.0
Punjab,Girls,SC,Non-Aspirational,10,140000.0
Rajasthan,Boys,Gen,Aspirational,6,30000.0
Rajasthan,Boys,Gen,Aspirational,7,30000.0
Rajasthan,Boys,Gen,Aspirational,8,60000.0
Rajasthan,Boys,Gen,Aspirational,9,60000.0
Rajasthan,Boys,Gen,Aspirational,10,50000.0
Rajasthan,Boys,Gen,Non-Aspirational,6,310000.0
Rajasthan,Boys,Gen,Non-Aspirational,7,620000.0
Rajasthan,Boys,Gen,Non-Aspirational,8,1060000.0
Rajasthan,Boys,Gen,Non-Aspirational,9,1050000.0
Rajasthan,Boys,Gen,Non-Aspirational,10,1390000.0
Rajasthan,Boys,OBC,Aspirational,6,60000.0
Rajasthan,Boys,OBC,Aspirational,7,90000.0
Rajasthan,Boys,OBC,Aspirational,8,210000.0
Rajasthan,Boys,OBC,Aspirational,9,120000.0
Rajasthan,Boys,OBC,Aspirational,10,270000.0
Rajasthan,Boys,OBC,Non-Aspirational,6,1190000.0
Rajasthan,Boys,OBC,Non-Aspirational,7,2300000.0
Rajasthan,Boys,OBC,Non-Aspirational,8,4030000.0
Rajasthan,Boys,OBC,Non-Aspirational,9,2450000.0
Rajasthan,Boys,OBC,Non-Aspirational,10,3090000.0
Rajasthan,Boys,SC,Aspirational,6,40000.0
Rajasthan,Boys,SC,Aspirational,7,50000.0
Rajasthan,Boys,SC,Aspirational,8,90000.0
Rajasthan,Boys,SC,Aspirational,9,100000.0
Rajasthan,Boys,SC,Aspirational,10,100000.0
Rajasthan,Boys,SC,Non-Aspirational,6,400000.0
Rajasthan,Boys,SC,Non-Aspirational,7,960000.0
Rajasthan,Boys,SC,Non-Aspirational,8,1570000.0
Rajasthan,Boys,SC,Non-Aspirational,9,1210000.0
Rajasthan,Boys,SC,Non-Aspirational,10,1200000.0
Rajasthan,Boys,ST,Aspirational,6,10000.0
Rajasthan,Boys,ST,Aspirational,7,20000.0
Rajasthan,Boys,ST,Aspirational,8,130000.0
Rajasthan,Boys,ST,Aspirational,9,30000.0
Rajasthan,Boys,ST,Aspirational,10,50000.0
Rajasthan,Boys,ST,Non-Aspirational,6,160000.0
Rajasthan,Boys,ST,Non-Aspirational,7,500000.0
Rajasthan,Boys,ST,Non-Aspirational,8,990000.0
Rajasthan,Boys,ST,Non-Aspirational,9,510000.0
Rajasthan,Boys,ST,Non-Aspirational,10,600000.0
Rajasthan,Girls,Gen,Aspirational,6,20000.0
Rajasthan,Girls,Gen,Aspirational,7,60000.0
Rajasthan,Girls,Gen,Aspirational,8,30000.0
Rajasthan,Girls,Gen,Aspirational,9,90000.0
Rajasthan,Girls,Gen,Aspirational,10,70000.0
Rajasthan,Girls,Gen,Non-Aspirational,6,420000.0
Rajasthan,Girls,Gen,Non-Aspirational,7,630000.0
Rajasthan,Girls,Gen,Non-Aspirational,8,1310000.0
Rajasthan,Girls,Gen,Non-Aspirational,9,1390000.0
Rajasthan,Girls,Gen,Non-Aspirational,10,1560000.0
Rajasthan,Girls,OBC,Aspirational,6,40000.0
Rajasthan,Girls,OBC,Aspirational,7,90000.0
Rajasthan,Girls,OBC,Aspirational,8,200000.0
Rajasthan,Girls,OBC,Aspirational,9,130000.0
Rajasthan,Girls,OBC,Aspirational,10,210000.0
Rajasthan,Girls,OBC,Non-Aspirational,6,1030000.0
Rajasthan,Girls,OBC,Non-Aspirational,7,2470000.0
Rajasthan,Girls,OBC,Non-Aspirational,8,4810000.0
Rajasthan,Girls,OBC,Non-Aspirational,9,3510000.0
Rajasthan,Girls,OBC,Non-Aspirational,10,4660000.0
Rajasthan,Girls,SC,Aspirational,6,10000.0
Rajasthan,Girls,SC,Aspirational,7,90000.0
Rajasthan,Girls,SC,Aspirational,8,100000.0
Rajasthan,Girls,SC,Aspirational,9,60000.0
Rajasthan,Girls,SC,Aspirational,10,140000.0
Rajasthan,Girls,SC,Non-Aspirational,6,380000.0
Rajasthan,Girls,SC,Non-Aspirational,7,1010000.0
Rajasthan,Girls,SC,Non-Aspirational,8,1940000.0
Rajasthan,Girls,SC,Non-Aspirational,9,1380000.0
Rajasthan,Girls,SC,Non-Aspirational,10,1440000.0
Rajasthan,Girls,ST,Aspirational,6,40000.0
Rajasthan,Girls,ST,Aspirational,7,50000.0
Rajasthan,Girls,ST,Aspirational,8,70000.0
Rajasthan,Girls,ST,Aspirational,9,50000.0
Rajasthan,Girls,ST,Aspirational,10,80000.0
Rajasthan,Girls,ST,Non-Aspirational,6,160000.0
Rajasthan,Girls,ST,Non-Aspirational,7,590000.0
Rajasthan,Girls,ST,Non-Aspirational,8,1280000.0
Rajasthan,Girls,ST,Non-Aspirational,9,590000.0
Rajasthan,Girls,ST,Non-Aspirational,10,830000.0
Sikkim,Boys,Gen,Non-Aspirational,7,10000.0
Sikkim,Boys,Gen,Non-Aspirational,9,10000.0
Sikkim,Boys,Gen,Non-Aspirational,10,20000.0
Sikkim,Boys,OBC,Non-Aspirational,7,10000.0
Sikkim,Boys,OBC,Non-Aspirational,9,20000.0
Sikkim,Boys,OBC,Non-Aspirational,10,30000.0
Sikkim,Boys,ST,Non-Aspirational,8,10000.0
Sikkim,Boys,ST,Non-Aspirational,9,10000.0
Sikkim,Boys,ST,Non-Aspirational,10,20000.0
Sikkim,Girls,Gen,Non-Aspirational,9,10000.0
Sikkim,Girls,Gen,Non-Aspirational,10,60000.0
Sikkim,Girls,OBC,Non-Aspirational,8,20000.0
Sikkim,Girls,OBC,Non-Aspirational,9,20000.0
Sikkim,Girls,OBC,Non-Aspirational,10,40000.0
Sikkim,Girls,SC,Non-Aspirational,7,10000.0
Sikkim,Girls,SC,Non-Aspirational,10,10000.0
Sikkim,Girls,ST,Non-Aspirational,8,20000.0
Sikkim,Girls,ST,Non-Aspirational,9,10000.0
Sikkim,Girls,ST,Non-Aspirational,10,40000.0
Tamil Nadu,Boys,Gen,Aspirational,6,10000.0
Tamil Nadu,Boys,Gen,Aspirational,8,20000.0
Tamil Nadu,Boys,Gen,Aspirational,9,20000.0
Tamil Nadu,Boys,Gen,Aspirational,10,20000.0
Tamil Nadu,Boys,Gen,Non-Aspirational,6,10000.0
Tamil Nadu,Boys,Gen,Non-Aspirational,7,110000.0
Tamil Nadu,Boys,Gen,Non-Aspirational,8,130000.0
Tamil Nadu,Boys,Gen,Non-Aspirational,9,160000.0
Tamil Nadu,Boys,Gen,Non-Aspirational,10,140000.0
Tamil Nadu,Boys,OBC,Aspirational,6,10000.0
Tamil Nadu,Boys,OBC,Aspirational,7,20000.0
Tamil Nadu,Boys,OBC,Aspirational,8,10000.0
Tamil Nadu,Boys,OBC,Aspirational,9,40000.0
Tamil Nadu,Boys,OBC,Aspirational,10,10000.0
Tamil Nadu,Boys,OBC,Non-Aspirational,6,280000.0
Tamil Nadu,Boys,OBC,Non-Aspirational,7,470000.0
Tamil Nadu,Boys,OBC,Non-Aspirational,8,580000.0
Tamil Nadu,Boys,OBC,Non-Aspirational,9,570000.0
Tamil Nadu,Boys,OBC,Non-Aspirational,10,420000.0
Tamil Nadu,Boys,SC,Aspirational,6,10000.0
Tamil Nadu,Boys,SC,Aspirational,7,10000.0
Tamil Nadu,Boys,SC,Aspirational,9,10000.0
Tamil Nadu,Boys,SC,Non-Aspirational,6,70000.0
Tamil Nadu,Boys,SC,Non-Aspirational,7,100000.0
Tamil Nadu,Boys,SC,Non-Aspirational,8,100000.0
Tamil Nadu,Boys,SC,Non-Aspirational,9,90000.0
Tamil Nadu,Boys,SC,Non-Aspirational,10,50000.0
Tamil Nadu,Boys,ST,Non-Aspirational,8,20000.0
Tamil Nadu,Girls,Gen,Aspirational,7,10000.0
Tamil Nadu,Girls,Gen,Aspirational,8,10000.0
Tamil Nadu,Girls,Gen,Aspirational,9,20000.0
Tamil Nadu,Girls,Gen,Aspirational,10,30000.0
Tamil Nadu,Girls,Gen,Non-Aspirational,6,70000.0
Tamil Nadu,Girls,Gen,Non-Aspirational,7,50000.0
Tamil Nadu,Girls,Gen,Non-Aspirational,8,120000.0
Tamil Nadu,Girls,Gen,Non-Aspirational,9,140000.0
Tamil Nadu,Girls,Gen,Non-Aspirational,10,60000.0
Tamil Nadu,Girls,OBC,Aspirational,8,60000.0
Tamil Nadu,Girls,OBC,Aspirational,10,20000.0
Tamil Nadu,Girls,OBC,Non-Aspirational,6,360000.0
Tamil Nadu,Girls,OBC,Non-Aspirational,7,670000.0
Tamil Nadu,Girls,OBC,Non-Aspirational,8,700000.0
Tamil Nadu,Girls,OBC,Non-Aspirational,9,310000.0
Tamil Nadu,Girls,OBC,Non-Aspirational,10,320000.0
Tamil Nadu,Girls,SC,Aspirational,6,10000.0
Tamil Nadu,Girls,SC,Aspirational,7,30000.0
Tamil Nadu,Girls,SC,Aspirational,8,10000.0
Tamil Nadu,Girls,SC,Aspirational,9,10000.0
Tamil Nadu,Girls,SC,Non-Aspirational,6,330000.0
Tamil Nadu,Girls,SC,Non-Aspirational,7,440000.0
Tamil Nadu,Girls,SC,Non-Aspirational,8,290000.0
Tamil Nadu,Girls,SC,Non-Aspirational,9,140000.0
Tamil Nadu,Girls,SC,Non-Aspirational,10,50000.0
Tamil Nadu,Girls,ST,Non-Aspirational,6,30000.0
Tamil Nadu,Girls,ST,Non-Aspirational,7,30000.0
Tamil Nadu,Girls,ST,Non-Aspirational,8,30000.0
Telangana,Boys,Gen,Aspirational,6,20000.0
Telangana,Boys,Gen,Aspirational,9,10000.0
Telangana,Boys,Gen,Aspirational,10,10000.0
Telangana,Boys,Gen,Non-Aspirational,6,170000.0
Telangana,Boys,Gen,Non-Aspirational,7,360000.0
Telangana,Boys,Gen,Non-Aspirational,8,560000.0
Telangana,Boys,Gen,Non-Aspirational,9,670000.0
Telangana,Boys,Gen,Non-Aspirational,10,380000.0
Telangana,Boys,OBC,Aspirational,6,10000.0
Telangana,Boys,OBC,Aspirational,7,30000.0
Telangana,Boys,OBC,Aspirational,8,40000.0
Telangana,Boys,OBC,Aspirational,9,20000.0
Telangana,Boys,OBC,Aspirational,10,20000.0
Telangana,Boys,OBC,Non-Aspirational,6,540000.0
Telangana,Boys,OBC,Non-Aspirational,7,980000.0
Telangana,Boys,OBC,Non-Aspirational,8,1800000.0
Telangana,Boys,OBC,Non-Aspirational,9,2690000.0
Telangana,Boys,OBC,Non-Aspirational,10,1280000.0
Telangana,Boys,SC,Aspirational,7,10000.0
Telangana,Boys,SC,Aspirational,8,10000.0
Telangana,Boys,SC,Aspirational,9,60000.0
Telangana,Boys,SC,Aspirational,10,50000.0
Telangana,Boys,SC,Non-Aspirational,6,190000.0
Telangana,Boys,SC,Non-Aspirational,7,520000.0
Telangana,Boys,SC,Non-Aspirational,8,560000.0
Telangana,Boys,SC,Non-Aspirational,9,880000.0
Telangana,Boys,SC,Non-Aspirational,10,470000.0
Telangana,Boys,ST,Aspirational,6,10000.0
Telangana,Boys,ST,Aspirational,7,30000.0
Telangana,Boys,ST,Aspirational,8,20000.0
Telangana,Boys,ST,Aspirational,9,30000.0
Telangana,Boys,ST,Aspirational,10,20000.0
Telangana,Boys,ST,Non-Aspirational,6,80000.0
Telangana,Boys,ST,Non-Aspirational,7,160000.0
Telangana,Boys,ST,Non-Aspirational,8,350000.0
Telangana,Boys,ST,Non-Aspirational,9,540000.0
Telangana,Boys,ST,Non-Aspirational,10,230000.0
Telangana,Girls,Gen,Aspirational,8,20000.0
Telangana,Girls,Gen,Aspirational,9,30000.0
Telangana,Girls,Gen,Non-Aspirational,6,130000.0
Telangana,Girls,Gen,Non-Aspirational,7,340000.0
Telangana,Girls,Gen,Non-Aspirational,8,560000.0
Telangana,Girls,Gen,Non-Aspirational,9,820000.0
Telangana,Girls,Gen,Non-Aspirational,10,320000.0
Telangana,Girls,OBC,Aspirational,7,10000.0
Telangana,Girls,OBC,Aspirational,8,30000.0
Telangana,Girls,OBC,Aspirational,9,40000.0
Telangana,Girls,OBC,Aspirational,10,60000.0
Telangana,Girls,OBC,Non-Aspirational,6,570000.0
Telangana,Girls,OBC,Non-Aspirational,7,1090000.0
Telangana,Girls,OBC,Non-Aspirational,8,2110000.0
Telangana,Girls,OBC,Non-Aspirational,9,3700000.0
Telangana,Girls,OBC,Non-Aspirational,10,1780000.0
Telangana,Girls,SC,Aspirational,7,10000.0
Telangana,Girls,SC,Aspirational,8,20000.0
Telangana,Girls,SC,Aspirational,9,30000.0
Telangana,Girls,SC,Aspirational,10,10000.0
Telangana,Girls,SC,Non-Aspirational,6,200000.0
Telangana,Girls,SC,Non-Aspirational,7,510000.0
Telangana,Girls,SC,Non-Aspirational,8,650000.0
Telangana,Girls,SC,Non-Aspirational,9,910000.0
Telangana,Girls,SC,Non-Aspirational,10,570000.0
Telangana,Girls,ST,Aspirational,6,20000.0
Telangana,Girls,ST,Aspirational,8,40000.0
Telangana,Girls,ST,Aspirational,9,60000.0
Telangana,Girls,ST,Aspirational,10,30000.0
Telangana,Girls,ST,Non-Aspirational,6,60000.0
Telangana,Girls,ST,Non-Aspirational,7,240000.0
Telangana,Girls,ST,Non-Aspirational,8,230000.0
Telangana,Girls,ST,Non-Aspirational,9,410000.0
Telangana,Girls,ST,Non-Aspirational,10,190000.0
Tripura,Boys,Gen,Non-Aspirational,8,20000.0
Tripura,Boys,Gen,Non-Aspirational,10,20000.0
Tripura,Boys,OBC,Non-Aspirational,9,40000.0
Tripura,Boys,SC,Non-Aspirational,7,10000.0
Tripura,Boys,SC,Non-Aspirational,8,10000.0
Tripura,Boys,SC,Non-Aspirational,9,10000.0
Tripura,Girls,Gen,Non-Aspirational,8,30000.0
Tripura,Girls,OBC,Non-Aspirational,7,20000.0
Tripura,Girls,OBC,Non-Aspirational,8,10000.0
Tripura,Girls,ST,Non-Aspirational,9,10000.0
Uttar Pradesh,Boys,Gen,Aspirational,6,10000.0
Uttar Pradesh,Boys,Gen,Aspirational,8,10000.0
Uttar Pradesh,Boys,Gen,Aspirational,9,40000.0
Uttar Pradesh,Boys,Gen,Aspirational,10,30000.0
Uttar Pradesh,Boys,Gen,Non-Aspirational,6,60000.0
Uttar Pradesh,Boys,Gen,Non-Aspirational,7,220000.0
Uttar Pradesh,Boys,Gen,Non-Aspirational,8,390000.0
Uttar Pradesh,Boys,Gen,Non-Aspirational,9,610000.0
Uttar Pradesh,Boys,Gen,Non-Aspirational,10,930000.0
Uttar Pradesh,Boys,OBC,Aspirational,6,10000.0
Uttar Pradesh,Boys,OBC,Aspirational,7,30000.0
Uttar Pradesh,Boys,OBC,Aspirational,8,10000.0
Uttar Pradesh,Boys,OBC,Aspirational,9,20000.0
Uttar Pradesh,Boys,OBC,Aspirational,10,40000.0
Uttar Pradesh,Boys,OBC,Non-Aspirational,6,100000.0
Uttar Pradesh,Boys,OBC,Non-Aspirational,7,320000.0
Uttar Pradesh,Boys,OBC,Non-Aspirational,8,320000.0
Uttar Pradesh,Boys,OBC,Non-Aspirational,9,650000.0
Uttar Pradesh,Boys,OBC,Non-Aspirational,10,800000.0
Uttar Pradesh,Boys,SC,Aspirational,6,20000.0
Uttar Pradesh,Boys,SC,Aspirational,8,10000.0
Uttar Pradesh,Boys,SC,Non-Aspirational,6,60000.0
Uttar Pradesh,Boys,SC,Non-Aspirational,7,120000.0
Uttar Pradesh,Boys,SC,Non-Aspirational,8,90000.0
Uttar Pradesh,Boys,SC,Non-Aspirational,9,170000.0
Uttar Pradesh,Boys,SC,Non-Aspirational,10,220000.0
Uttar Pradesh,Boys,ST,Non-Aspirational,10,10000.0
Uttar Pradesh,Girls,Gen,Aspirational,8,10000.0
Uttar Pradesh,Girls,Gen,Aspirational,9,10000.0
Uttar Pradesh,Girls,Gen,Aspirational,10,20000.0
Uttar Pradesh,Girls,Gen,Non-Aspirational,6,140000.0
Uttar Pradesh,Girls,Gen,Non-Aspirational,7,220000.0
Uttar Pradesh,Girls,Gen,Non-Aspirational,8,360000.0
Uttar Pradesh,Girls,Gen,Non-Aspirational,9,440000.0
Uttar Pradesh,Girls,Gen,Non-Aspirational,10,580000.0
Uttar Pradesh,Girls,OBC,Aspirational,6,10000.0
Uttar Pradesh,Girls,OBC,Aspirational,9,30000.0
Uttar Pradesh,Girls,OBC,Aspirational,10,20000.0
Uttar Pradesh,Girls,OBC,Non-Aspirational,6,80000.0
Uttar Pradesh,Girls,OBC,Non-Aspirational,7,170000.0
Uttar Pradesh,Girls,OBC,Non-Aspirational,8,300000.0
Uttar Pradesh,Girls,OBC,Non-Aspirational,9,580000.0
Uttar Pradesh,Girls,OBC,Non-Aspirational,10,690000.0
Uttar Pradesh,Girls,SC,Non-Aspirational,6,50000.0
Uttar Pradesh,Girls,SC,Non-Aspirational,7,90000.0
Uttar Pradesh,Girls,SC,Non-Aspirational,8,100000.0
Uttar Pradesh,Girls,SC,Non-Aspirational,9,240000.0
Uttar Pradesh,Girls,SC,Non-Aspirational,10,300000.0
Uttar Pradesh,Girls,ST,Non-Aspirational,9,10000.0
Uttarakhand,Boys,Gen,Aspirational,6,20000.0
Uttarakhand,Boys,Gen,Aspirational,7,90000.0
Uttarakhand,Boys,Gen,Aspirational,8,150000.0
Uttarakhand,Boys,Gen,Aspirational,9,170000.0
Uttarakhand,Boys,Gen,Aspirational,10,290000.0
Uttarakhand,Boys,Gen,Non-Aspirational,6,420000.0
Uttarakhand,Boys,Gen,Non-Aspirational,7,810000.0
Uttarakhand,Boys,Gen,Non-Aspirational,8,1190000.0
Uttarakhand,Boys,Gen,Non-Aspirational,9,1030000.0
Uttarakhand,Boys,Gen,Non-Aspirational,10,1220000.0
Uttarakhand,Boys,OBC,Aspirational,6,50000.0
Uttarakhand,Boys,OBC,Aspirational,7,140000.0
Uttarakhand,Boys,OBC,Aspirational,8,140000.0
Uttarakhand,Boys,OBC,Aspirational,9,90000.0
Uttarakhand,Boys,OBC,Aspirational,10,60000.0
Uttarakhand,Boys,OBC,Non-Aspirational,6,60000.0
Uttarakhand,Boys,OBC,Non-Aspirational,7,160000.0
Uttarakhand,Boys,OBC,Non-Aspirational,8,270000.0
Uttarakhand,Boys,OBC,Non-Aspirational,9,200000.0
Uttarakhand,Boys,OBC,Non-Aspirational,10,180000.0
Uttarakhand,Boys,SC,Aspirational,6,40000.0
Uttarakhand,Boys,SC,Aspirational,7,30000.0
Uttarakhand,Boys,SC,Aspirational,8,50000.0
Uttarakhand,Boys,SC,Aspirational,9,50000.0
Uttarakhand,Boys,SC,Aspirational,10,70000.0
Uttarakhand,Boys,SC,Non-Aspirational,6,200000.0
Uttarakhand,Boys,SC,Non-Aspirational,7,270000.0
Uttarakhand,Boys,SC,Non-Aspirational,8,470000.0
Uttarakhand,Boys,SC,Non-Aspirational,9,310000.0
Uttarakhand,Boys,SC,Non-Aspirational,10,350000.0
Uttarakhand,Boys,ST,Aspirational,6,10000.0
Uttarakhand,Boys,ST,Aspirational,8,20000.0
Uttarakhand,Boys,ST,Aspirational,9,10000.0
Uttarakhand,Boys,ST,Aspirational,10,20000.0
Uttarakhand,Boys,ST,Non-Aspirational,7,10000.0
Uttarakhand,Boys,ST,Non-Aspirational,8,50000.0
Uttarakhand,Boys,ST,Non-Aspirational,9,10000.0
Uttarakhand,Boys,ST,Non-Aspirational,10,30000.0
Uttarakhand,Girls,Gen,Aspirational,6,50000.0
