state_name,category_name,aspirational_final,class,amount_of_scholarship,gender_male
Sikkim,ST,False,0.5,20000.0,False
Sikkim,ST,False,0.75,10000.0,False
Sikkim,ST,False,1.0,40000.0,False
Tamil Nadu,Gen,True,0.0,10000.0,True
Tamil Nadu,Gen,True,0.5,20000.0,True
Tamil Nadu,Gen,True,0.75,20000.0,True
Tamil Nadu,Gen,True,1.0,20000.0,True
Tamil Nadu,Gen,False,0.0,10000.0,True
Tamil Nadu,Gen,False,0.25,110000.0,True
Tamil Nadu,Gen,False,0.5,130000.0,True
Tamil Nadu,Gen,False,0.75,160000.0,True
Tamil Nadu,Gen,False,1.0,140000.0,True
Tamil Nadu,OBC,True,0.0,10000.0,True
Tamil Nadu,OBC,True,0.25,20000.0,True
Tamil Nadu,OBC,True,0.5,10000.0,True
Tamil Nadu,OBC,True,0.75,40000.0,True
Tamil Nadu,OBC,True,1.0,10000.0,True
Tamil Nadu,OBC,False,0.0,280000.0,True
Tamil Nadu,OBC,False,0.25,470000.0,True
Tamil Nadu,OBC,False,0.5,580000.0,True
Tamil Nadu,OBC,False,0.75,570000.0,True
Tamil Nadu,OBC,False,1.0,420000.0,True
Tamil Nadu,SC,True,0.0,10000.0,True
Tamil Nadu,SC,True,0.25,10000.0,True
Tamil Nadu,SC,True,0.75,10000.0,True
Tamil Nadu,SC,False,0.0,70000.0,True
Tamil Nadu,SC,False,0.25,100000.0,True
Tamil Nadu,SC,False,0.5,100000.0,True
Tamil Nadu,SC,False,0.75,90000.0,True
Tamil Nadu,SC,False,1.0,50000.0,True
Tamil Nadu,ST,False,0.5,20000.0,True
Tamil Nadu,Gen,True,0.25,10000.0,False
Tamil Nadu,Gen,True,0.5,10000.0,False
Tamil Nadu,Gen,True,0.75,20000.0,False
Tamil Nadu,Gen,True,1.0,30000.0,False
Tamil Nadu,Gen,False,0.0,70000.0,False
Tamil Nadu,Gen,False,0.25,50000.0,False
Tamil Nadu,Gen,False,0.5,120000.0,False
Tamil Nadu,Gen,False,0.75,140000.0,False
Tamil Nadu,Gen,False,1.0,60000.0,False
Tamil Nadu,OBC,True,0.5,60000.0,False
Tamil Nadu,OBC,True,1.0,20000.0,False
Tamil Nadu,OBC,False,0.0,360000.0,False
Tamil Nadu,OBC,False,0.25,670000.0,False
Tamil Nadu,OBC,False,0.5,700000.0,False
Tamil Nadu,OBC,False,0.75,310000.0,False
Tamil Nadu,OBC,False,1.0,320000.0,False
Tamil Nadu,SC,True,0.0,10000.0,False
Tamil Nadu,SC,True,0.25,30000.0,False
Tamil Nadu,SC,True,0.5,10000.0,False
Tamil Nadu,SC,True,0.75,10000.0,False
Tamil Nadu,SC,False,0.0,330000.0,False
Tamil Nadu,SC,False,0.25,440000.0,False
Tamil Nadu,SC,False,0.5,290000.0,False
Tamil Nadu,SC,False,0.75,140000.0,False
Tamil Nadu,SC,False,1.0,50000.0,False
Tamil Nadu,ST,False,0.0,30000.0,False
Tamil Nadu,ST,False,0.25,30000.0,False
Tamil Nadu,ST,False,0.5,30000.0,False
Telangana,Gen,True,0.0,20000.0,True
Telangana,Gen,True,0.75,10000.0,True
Telangana,Gen,True,1.0,10000.0,True
Telangana,Gen,False,0.0,170000.0,True
Telangana,Gen,False,0.25,360000.0,True
Telangana,Gen,False,0.5,560000.0,True
Telangana,Gen,False,0.75,670000.0,True
Telangana,Gen,False,1.0,380000.0,True
Telangana,OBC,True,0.0,10000.0,True
Telangana,OBC,True,0.25,30000.0,True
Telangana,OBC,True,0.5,40000.0,True
Telangana,OBC,True,0.75,20000.0,True
Telangana,OBC,True,1.0,20000.0,True
Telangana,OBC,False,0.0,540000.0,True
Telangana,OBC,False,0.25,980000.0,True
Telangana,OBC,False,0.5,1800000.0,True
Telangana,OBC,False,0.75,2690000.0,True
Telangana,OBC,False,1.0,1280000.0,True
Telangana,SC,True,0.25,10000.0,True
Telangana,SC,True,0.5,10000.0,True
Telangana,SC,True,0.75,60000.0,True
Telangana,SC,True,1.0,50000.0,True
Telangana,SC,False,0.0,190000.0,True
Telangana,SC,False,0.25,520000.0,True
Telangana,SC,False,0.5,560000.0,True
Telangana,SC,False,0.75,880000.0,True
Telangana,SC,False,1.0,470000.0,True
Telangana,ST,True,0.0,10000.0,True
Telangana,ST,True,0.25,30000.0,True
Telangana,ST,True,0.5,20000.0,True
Telangana,ST,True,0.75,30000.0,True
Telangana,ST,True,1.0,20000.0,True
Telangana,ST,False,0.0,80000.0,True
Telangana,ST,False,0.25,160000.0,True
Telangana,ST,False,0.5,350000.0,True
Telangana,ST,False,0.75,540000.0,True
Telangana,ST,False,1.0,230000.0,True
Telangana,Gen,True,0.5,20000.0,False
Telangana,Gen,True,0.75,30000.0,False
Telangana,Gen,False,0.0,130000.0,False
Telangana,Gen,False,0.25,340000.0,False
Telangana,Gen,False,0.5,560000.0,False
Telangana,Gen,False,0.75,820000.0,False
Telangana,Gen,False,1.0,320000.0,False
Telangana,OBC,True,0.25,10000.0,False
Telangana,OBC,True,0.5,30000.0,False
Telangana,OBC,True,0.75,40000.0,False
Telangana,OBC,True,1.0,60000.0,False
Telangana,OBC,False,0.0,570000.0,False
Telangana,OBC,False,0.25,1090000.0,False
Telangana,OBC,False,0.5,2110000.0,False
Telangana,OBC,False,0.75,3700000.0,False
Telangana,OBC,False,1.0,1780000.0,False
Telangana,SC,True,0.25,10000.0,False
Telangana,SC,True,0.5,20000.0,False
Telangana,SC,True,0.75,30000.0,False
Telangana,SC,True,1.0,10000.0,False
Telangana,SC,False,0.0,200000.0,False
Telangana,SC,False,0.25,510000.0,False
Telangana,SC,False,0.5,650000.0,False
Telangana,SC,False,0.75,910000.0,False
Telangana,SC,False,1.0,570000.0,False
Telangana,ST,True,0.0,20000.0,False
Telangana,ST,True,0.5,40000.0,False
Telangana,ST,True,0.75,60000.0,False
Telangana,ST,True,1.0,30000.0,False
Telangana,ST,False,0.0,60000.0,False
Telangana,ST,False,0.25,240000.0,False
Telangana,ST,False,0.5,230000.0,False
Telangana,ST,False,0.75,410000.0,False
Telangana,ST,False,1.0,190000.0,False
Tripura,Gen,False,0.5,20000.0,True
Tripura,Gen,False,1.0,20000.0,True
Tripura,OBC,False,0.75,40000.0,True
Tripura,SC,False,0.25,10000.0,True
Tripura,SC,False,0.5,10000.0,True
Tripura,SC,False,0.75,10000.0,True
Tripura,Gen,False,0.5,30000.0,False
Tripura,OBC,False,0.25,20000.0,False
Tripura,OBC,False,0.5,10000.0,False
Tripura,ST,False,0.75,10000.0,False
Uttar Pradesh,Gen,True,0.0,10000.0,True
Uttar Pradesh,Gen,True,0.5,10000.0,True
Uttar Pradesh,Gen,True,0.75,40000.0,True
Uttar Pradesh,Gen,True,1.0,30000.0,True
Uttar Pradesh,Gen,False,0.0,60000.0,True
Uttar Pradesh,Gen,False,0.25,220000.0,True
Uttar Pradesh,Gen,False,0.5,390000.0,True
Uttar Pradesh,Gen,False,0.75,610000.0,True
Uttar Pradesh,Gen,False,1.0,930000.0,True
Uttar Pradesh,OBC,True,0.0,10000.0,True
Uttar Pradesh,OBC,True,0.25,30000.0,True
Uttar Pradesh,OBC,True,0.5,10000.0,True
Uttar Pradesh,OBC,True,0.75,20000.0,True
Uttar Pradesh,OBC,True,1.0,40000.0,True
Uttar Pradesh,OBC,False,0.0,100000.0,True
Uttar Pradesh,OBC,False,0.25,320000.0,True
Uttar Pradesh,OBC,False,0.5,320000.0,True
Uttar Pradesh,OBC,False,0.75,650000.0,True
Uttar Pradesh,OBC,False,1.0,800000.0,True
Uttar Pradesh,SC,True,0.0,20000.0,True
Uttar Pradesh,SC,True,0.5,10000.0,True
Uttar Pradesh,SC,False,0.0,60000.0,True
Uttar Pradesh,SC,False,0.25,120000.0,True
Uttar Pradesh,SC,False,0.5,90000.0,True
Uttar Pradesh,SC,False,0.75,170000.0,True
Uttar Pradesh,SC,False,1.0,220000.0,True
Uttar Pradesh,ST,False,1.0,10000.0,True
Uttar Pradesh,Gen,True,0.5,10000.0,False
Uttar Pradesh,Gen,True,0.75,10000.0,False
Uttar Pradesh,Gen,True,1.0,20000.0,False
Uttar Pradesh,Gen,False,0.0,140000.0,False
Uttar Pradesh,Gen,False,0.25,220000.0,False
Uttar Pradesh,Gen,False,0.5,360000.0,False
Uttar Pradesh,Gen,False,0.75,440000.0,False
Uttar Pradesh,Gen,False,1.0,580000.0,False
Uttar Pradesh,OBC,True,0.0,10000.0,False
Uttar Pradesh,OBC,True,0.75,30000.0,False
Uttar Pradesh,OBC,True,1.0,20000.0,False
Uttar Pradesh,OBC,False,0.0,80000.0,False
Uttar Pradesh,OBC,False,0.25,170000.0,False
Uttar Pradesh,OBC,False,0.5,300000.0,False
Uttar Pradesh,OBC,False,0.75,580000.0,False
Uttar Pradesh,OBC,False,1.0,690000.0,False
Uttar Pradesh,SC,False,0.0,50000.0,False
Uttar Pradesh,SC,False,0.25,90000.0,False
Uttar Pradesh,SC,False,0.5,100000.0,False
Uttar Pradesh,SC,False,0.75,240000.0,False
Uttar Pradesh,SC,False,1.0,300000.0,False
Uttar Pradesh,ST,False,0.75,10000.0,False
Uttarakhand,Gen,True,0.0,20000.0,True
Uttarakhand,Gen,True,0.25,90000.0,True
Uttarakhand,Gen,True,0.5,150000.0,True
Uttarakhand,Gen,True,0.75,170000.0,True
Uttarakhand,Gen,True,1.0,290000.0,True
Uttarakhand,Gen,False,0.0,420000.0,True
Uttarakhand,Gen,False,0.25,810000.0,True
Uttarakhand,Gen,False,0.5,1190000.0,True
Uttarakhand,Gen,False,0.75,1030000.0,True
Uttarakhand,Gen,False,1.0,1220000.0,True
Uttarakhand,OBC,True,0.0,50000.0,True
Uttarakhand,OBC,True,0.25,140000.0,True
Uttarakhand,OBC,True,0.5,140000.0,True
Uttarakhand,OBC,True,0.75,90000.0,True
Uttarakhand,OBC,True,1.0,60000.0,True
Uttarakhand,OBC,False,0.0,60000.0,True
Uttarakhand,OBC,False,0.25,160000.0,True
Uttarakhand,OBC,False,0.5,270000.0,True
Uttarakhand,OBC,False,0.75,200000.0,True
Uttarakhand,OBC,False,1.0,180000.0,True
Uttarakhand,SC,True,0.0,40000.0,True
Uttarakhand,SC,True,0.25,30000.0,True
Uttarakhand,SC,True,0.5,50000.0,True
Uttarakhand,SC,True,0.75,50000.0,True
Uttarakhand,SC,True,1.0,70000.0,True
Uttarakhand,SC,False,0.0,200000.0,True
Uttarakhand,SC,False,0.25,270000.0,True
Uttarakhand,SC,False,0.5,470000.0,True
Uttarakhand,SC,False,0.75,310000.0,True
Uttarakhand,SC,False,1.0,350000.0,True
Uttarakhand,ST,True,0.0,10000.0,True
Uttarakhand,ST,True,0.5,20000.0,True
Uttarakhand,ST,True,0.75,10000.0,True
Uttarakhand,ST,True,1.0,20000.0,True
Uttarakhand,ST,False,0.25,10000.0,True
Uttarakhand,ST,False,0.5,50000.0,True
Uttarakhand,ST,False,0.75,10000.0,True
Uttarakhand,ST,False,1.0,30000.0,True
Uttarakhand,Gen,True,0.0,50000.0,False
Uttarakhand,Gen,True,0.25,160000.0,False
Uttarakhand,Gen,True,0.5,90000.0,False
Uttarakhand,Gen,True,0.75,150000.0,False
Uttarakhand,Gen,True,1.0,140000.0,False
Uttarakhand,Gen,False,0.0,440000.0,False
Uttarakhand,Gen,False,0.25,800000.0,False
Uttarakhand,Gen,False,0.5,1000000.0,False
Uttarakhand,Gen,False,0.75,1160000.0,False
Uttarakhand,Gen,False,1.0,1260000.0,False
Uttarakhand,OBC,True,0.0,110000.0,False
Uttarakhand,OBC,True,0.25,110000.0,False
Uttarakhand,OBC,True,0.5,190000.0,False
Uttarakhand,OBC,True,0.75,150000.0,False
Uttarakhand,OBC,True,1.0,130000.0,False
Uttarakhand,OBC,False,0.0,40000.0,False
Uttarakhand,OBC,False,0.25,100000.0,False
Uttarakhand,OBC,False,0.5,230000.0,False
Uttarakhand,OBC,False,0.75,190000.0,False
Uttarakhand,OBC,False,1.0,300000.0,False
Uttarakhand,SC,True,0.0,40000.0,False
Uttarakhand,SC,True,0.25,60000.0,False
Uttarakhand,SC,True,0.5,170000.0,False
Uttarakhand,SC,True,0.75,40000.0,False
Uttarakhand,SC,True,1.0,50000.0,False
Uttarakhand,SC,False,0.0,160000.0,False
Uttarakhand,SC,False,0.25,200000.0,False
Uttarakhand,SC,False,0.5,320000.0,False
Uttarakhand,SC,False,0.75,220000.0,False
Uttarakhand,SC,False,1.0,200000.0,False
Uttarakhand,ST,True,0.5,10000.0,False
Uttarakhand,ST,True,0.75,20000.0,False
Uttarakhand,ST,False,0.0,10000.0,False
Uttarakhand,ST,False,0.25,10000.0,False
Uttarakhand,ST,False,0.75,50000.0,False
Uttarakhand,ST,False,1.0,50000.0,False
West Bengal,Gen,False,0.0,30000.0,True
West Bengal,Gen,False,0.25,30000.0,True
West Bengal,Gen,False,0.5,70000.0,True
West Bengal,Gen,False,0.75,90000.0,True
West Bengal,Gen,False,1.0,90000.0,True
West Bengal,OBC,False,0.25,20000.0,True
West Bengal,OBC,False,0.75,20000.0,True
West Bengal,OBC,False,1.0,10000.0,True
West Bengal,SC,False,0.5,10000.0,True
West Bengal,SC,False,0.75,30000.0,True
West Bengal,SC,False,1.0,60000.0,True
West Bengal,ST,False,0.75,30000.0,True
West Bengal,Gen,False,0.5,10000.0,False
West Bengal,Gen,False,0.75,100000.0,False
West Bengal,Gen,False,1.0,70000.0,False
West Bengal,OBC,False,0.75,20000.0,False
West Bengal,SC,False,0.0,10000.0,False
West Bengal,SC,False,0.5,30000.0,False
West Bengal,SC,False,1.0,10000.0,False
West Bengal,ST,False,0.5,10000.0,False
West Bengal,ST,False,0.75,10000.0,False
