Year,State name,District Name,Aspirational Final,Category name,Class,Gender,Amount of Scholarship,Scholarship_Category_Ratio
2023,Tamil Nadu,Tuticorin,Non-Aspirational,Obc,6,Girls,10000,0.5243309282865771
2023,Tamil Nadu,Thanjavur,Non-Aspirational,Obc,6,Girls,10000,0.5243309282865771
2023,Tamil Nadu,Thanjavur,Non-Aspirational,Obc,6,Girls,10000,0.5243309282865771
2023,Tamil Nadu,Thanjavur,Non-Aspirational,Obc,6,Girls,10000,0.5243309282865771
2023,Odisha,Jajpur,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Odisha,Jajpur,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Odisha,Jajpur,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Odisha,Jajpur,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Odisha,Jajpur,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Odisha,Puri,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Odisha,Puri,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Odisha,Puri,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Odisha,Puri,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Odisha,Puri,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Odisha,Puri,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Odisha,Puri,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Odisha,Puri,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Odisha,Puri,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Odisha,Sambalpur,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Odisha,Sambalpur,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Odisha,Sambalpur,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Odisha,Sambalpur,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Odisha,Sambalpur,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Puducherry,Pondicherry,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Puducherry,Pondicherry,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Punjab,Hoshiarpur,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Punjab,Jalandhar,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Punjab,Kapurthala,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Punjab,Ludhiana,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Punjab,Mansa,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Punjab,Pathankot,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Punjab,Pathankot,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Punjab,Pathankot,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Punjab,Pathankot,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Ajmer,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Ajmer,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Ajmer,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Ajmer,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Ajmer,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Ajmer,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Ajmer,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Ajmer,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Ajmer,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Alwar,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Alwar,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Alwar,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Alwar,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Alwar,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Alwar,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Alwar,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Alwar,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Alwar,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Alwar,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Alwar,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Alwar,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Alwar,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Alwar,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Alwar,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Alwar,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Alwar,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Alwar,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Alwar,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Alwar,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Alwar,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Alwar,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Alwar,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Alwar,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Alwar,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Alwar,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Alwar,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Alwar,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Banswara,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Banswara,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Banswara,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Bhilwara,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Bhilwara,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Bhilwara,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Bhilwara,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Bhilwara,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Bikaner,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Bikaner,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Bikaner,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Bikaner,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Bikaner,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Bundi,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Bundi,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Bundi,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Bundi,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Bundi,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Bundi,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Chittorgarh,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Chittorgarh,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Chittorgarh,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Chittorgarh,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Chittorgarh,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Chittorgarh,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Chittorgarh,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Chittorgarh,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Chittorgarh,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Chittorgarh,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Chittorgarh,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Chittorgarh,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Chittorgarh,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Chittorgarh,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Chittorgarh,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Chittorgarh,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Dausa,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Dausa,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Dausa,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Dausa,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Dausa,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Dausa,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Dausa,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Dausa,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Dausa,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Ganganagar,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Ganganagar,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Ganganagar,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Ganganagar,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Ganganagar,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Ganganagar,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Ganganagar,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Ganganagar,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Ganganagar,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Ganganagar,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Hanumangarh,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Hanumangarh,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Hanumangarh,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Hanumangarh,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Hanumangarh,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Hanumangarh,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Hanumangarh,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Hanumangarh,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Hanumangarh,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Hanumangarh,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Hanumangarh,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Jaipur,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Jaipur,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Jaipur,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Jaipur,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Jaipur,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Jaipur,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Jaipur,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Jaipur,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Jaipur,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Jaipur,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Jaipur,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Jaipur,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Jaipur,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Jaipur,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Jaipur,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Jaipur,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Jaipur,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Jaipur,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Jaipur,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Jaipur,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Jhalawar,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Jhalawar,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Jhunjhunu,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Jhunjhunu,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Jhunjhunu,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Jhunjhunu,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Jhunjhunu,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Jhunjhunu,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Jhunjhunu,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Jhunjhunu,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Jhunjhunu,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Jhunjhunu,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Jhunjhunu,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Jhunjhunu,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Jhunjhunu,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Jhunjhunu,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Jhunjhunu,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Jhunjhunu,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Jhunjhunu,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Jhunjhunu,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Jhunjhunu,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Jhunjhunu,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Jhunjhunu,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Jhunjhunu,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Jhunjhunu,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Jhunjhunu,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Jhunjhunu,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Jhunjhunu,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Jhunjhunu,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Jhunjhunu,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Jhunjhunu,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Jhunjhunu,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Jhunjhunu,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Jhunjhunu,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Jhunjhunu,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Jhunjhunu,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Jhunjhunu,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Jhunjhunu,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Jhunjhunu,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Jodhpur,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Jodhpur,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Jodhpur,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Jodhpur,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Jodhpur,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Jodhpur,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Jodhpur,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Jodhpur,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Jodhpur,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Jodhpur,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Jodhpur,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Jodhpur,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Kota,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Kota,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Kota,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Kota,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Kota,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Kota,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Kota,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Kota,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Kota,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Kota,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Pratapgarh(1),Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Rajsamand,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Rajsamand,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Rajsamand,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Rajsamand,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Rajsamand,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Rajsamand,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Rajsamand,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Sawai Madhopur,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Sikar,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Sikar,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Sikar,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Sikar,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Sikar,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Sikar,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Sikar,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Sikar,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Sikar,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Sikar,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Sikar,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Sikar,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Sikar,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Sikar,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Sikar,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Sikar,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Sikar,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Sikar,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Sikar,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Sikar,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Tonk,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Tonk,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Tonk,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Tonk,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Tonk,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Tonk,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Rajasthan,Tonk,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Sikkim,Gyalshing,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Sikkim,Namchi,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Tamil Nadu,Ariyalur,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Tamil Nadu,Chennai,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Tamil Nadu,Chennai,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Tamil Nadu,Coimbatore,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Tamil Nadu,Coimbatore,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Tamil Nadu,Coimbatore,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Tamil Nadu,Cuddalore,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Tamil Nadu,Cuddalore,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Tamil Nadu,Dindigul,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Tamil Nadu,Dindigul,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Tamil Nadu,Dindigul,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Tamil Nadu,Erode,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Tamil Nadu,Perambalur,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Tamil Nadu,Pudukkottai,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Tamil Nadu,Salem,Non-Aspirational,Obc,9,Girls,10000,0.5243309282865771
2023,Odisha,Jharsuguda,Non-Aspirational,Obc,7,Girls,10000,0.5243309282865771
2023,Odisha,Puri,Non-Aspirational,Obc,7,Girls,10000,0.5243309282865771
2023,Odisha,Puri,Non-Aspirational,Obc,7,Girls,10000,0.5243309282865771
2023,Odisha,Puri,Non-Aspirational,Obc,7,Girls,10000,0.5243309282865771
2023,Odisha,Puri,Non-Aspirational,Obc,7,Girls,10000,0.5243309282865771
2023,Odisha,Puri,Non-Aspirational,Obc,7,Girls,10000,0.5243309282865771
2023,Odisha,Puri,Non-Aspirational,Obc,7,Girls,10000,0.5243309282865771
2023,Odisha,Sambalpur,Non-Aspirational,Obc,7,Girls,10000,0.5243309282865771
2023,Odisha,Sambalpur,Non-Aspirational,Obc,7,Girls,10000,0.5243309282865771
2023,Odisha,Sambalpur,Non-Aspirational,Obc,7,Girls,10000,0.5243309282865771
2023,Odisha,Sambalpur,Non-Aspirational,Obc,7,Girls,10000,0.5243309282865771
2023,Odisha,Sambalpur,Non-Aspirational,Obc,7,Girls,10000,0.5243309282865771
2023,Odisha,Sambalpur,Non-Aspirational,Obc,7,Girls,10000,0.5243309282865771
2023,Odisha,Sonepur,Non-Aspirational,Obc,7,Girls,10000,0.5243309282865771
2023,Puducherry,Mahe,Non-Aspirational,Obc,7,Girls,10000,0.5243309282865771
2023,Puducherry,Pondicherry,Non-Aspirational,Obc,7,Girls,10000,0.5243309282865771
2023,Puducherry,Pondicherry,Non-Aspirational,Obc,7,Girls,10000,0.5243309282865771
2023,Puducherry,Pondicherry,Non-Aspirational,Obc,7,Girls,10000,0.5243309282865771
2023,Punjab,Amritsar,Non-Aspirational,Obc,7,Girls,10000,0.5243309282865771
2023,Punjab,Jalandhar,Non-Aspirational,Obc,7,Girls,10000,0.5243309282865771
2023,Punjab,Ludhiana,Non-Aspirational,Obc,7,Girls,10000,0.5243309282865771
2023,Punjab,Mansa,Non-Aspirational,Obc,7,Girls,10000,0.5243309282865771
2023,Rajasthan,Ajmer,Non-Aspirational,Obc,7,Girls,10000,0.5243309282865771
2023,Rajasthan,Ajmer,Non-Aspirational,Obc,7,Girls,10000,0.5243309282865771
2023,Rajasthan,Ajmer,Non-Aspirational,Obc,7,Girls,10000,0.5243309282865771
